timestamp,author_id,text,geo,cleaned_text,predicted_label,prediction_text
2025-06-18 09:12:30+00:00,1.42e+18,"RT @StarRailVerse1: If only there were a sustain fire DoT character whose canon lore is a healer, to complete the 4 DoT element team

Cre:…",,rt sustain fire dot character whose canon lore healer complete 4 dot element team cre,0,✅ Not Disaster
2025-06-18 09:12:30+00:00,1.9e+18,RT @SpaceX: Single-engine static fire demonstrating an in-space burn complete as Starship prepares for our tenth flight test https://t.co/h…,,rt singleengine static fire demonstrating inspace burn complete starship prepares tenth flight test,0,✅ Not Disaster
2025-06-18 09:12:29+00:00,295195969.0,"RT @ShoneeKapoor: Husband #Caught wife with lover.

He even sold his mother's jewelry to educate wife, but as soon as she got a job, she st…",,rt husband wife lover even sold mothers jewelry educate wife soon got job st,0,✅ Not Disaster
2025-06-18 09:12:29+00:00,1.46e+18,@thebasedclub This is fire 🔥 Let’s collab DM me 📩 @thebasedclub,,fire lets collab dm,0,✅ Not Disaster
2025-06-18 09:12:28+00:00,1.79e+18,"RT @BaxterD: 💲 100  in 48  H 

⚡️RP  &amp; React 🚀/🔥 on Dexscreener : 👇

https://t.co/viemfASs3d

Post Proof

(AD, NFA, DYOR)

——————————
🚨 You…",,rt 100 48 h rp amp react dexscreener post proof ad nfa dyor,0,✅ Not Disaster
2025-06-18 09:12:28+00:00,86679261.0,RT @DanielJHannan: An unpopular truth: the way to encourage employers to hire people is to make it easier for them to fire people. In March…,,rt unpopular truth way encourage employers hire people make easier fire people march,0,✅ Not Disaster
2025-06-18 09:12:28+00:00,1.93e+18,"RT @Love_1pick: 🎵Heart On Fire

🔗https://t.co/6tN1suGcKo

#BOYS2PLANET #보이즈2플래닛 #ボイプラ2
#谢秉桦 #빙화 #Binghua #xiebinghua #ビンファ https://t.co/XQZ…",,rt heart fire,0,✅ Not Disaster
2025-06-18 09:12:28+00:00,9.43e+17,"RT @V_Palestine20: 📍São Paulo

A human flood broke out yesterday in Brazil to showcase solidarity with Palestinians. https://t.co/FecGqLqVE3",,rt são paulo human flood broke yesterday brazil showcase solidarity palestinians,0,✅ Not Disaster
2025-06-18 09:12:28+00:00,1.39e+18,"RT @12numaraorg: SEVGİLİ KONGRE ÜYELERİ, KIYMETLİ TARAFTARLARIMIZIN DİKKATİNE!

Bu tarihi flood serisini sizler için hazırladık. Mutlaka ok…",,rt sevgili kongre üyeleri kiymetli taraftarlarimizin dikkatine bu tarihi flood serisini sizler için hazırladık mutlaka ok,1,🚨 Disaster
2025-06-18 09:12:28+00:00,1.71e+18,"RT @omarsuleiman: The moment you open the AP article, an eyewitness asks ‘aren’t we human beings?’, and that he saw many people motionless…",,rt moment open ap article eyewitness asks arent human beings saw many people motionless,0,✅ Not Disaster
2025-06-18 09:12:28+00:00,1.77e+18,"RT @WallStreetApes: More FEMA corruption EXPOSED

- These are the tiny 490 square foot homes built by and paid for by FEMA for the Maui fir…",,rt fema corruption exposed tiny 490 square foot homes built paid fema maui fir,0,✅ Not Disaster
2025-06-18 09:12:27+00:00,1.27e+18,"RT @ouen296: 総額10万円分のAmazonギフトカード✨
リポストで毎月296名に🎁

／

お知らせ提供 @satomeatshop

希少な国産牛タンを絶妙な温度で焼き、香ばしく炙った新感覚「炙りトロタン」。
https://t.co/AF7yVb8qGm

＼…",,rt 総額10万円分のamazonギフトカード リポストで毎月296名に お知らせ提供 希少な国産牛タンを絶妙な温度で焼き香ばしく炙った新感覚炙りトロタン,0,✅ Not Disaster
2025-06-18 09:12:27+00:00,1.33e+18,"RT @HuseyinCkr_: Bir kızın babasıyla mesajlaşmaları 
Bence bazı kızlar çok şanslı gerçekten de adlı flood https://t.co/PytXi7zeOB","(28.61, 77.21)",rt bir kızın babasıyla mesajlaşmaları bence bazı kızlar çok şanslı gerçekten de adlı flood,1,🚨 Disaster
2025-06-18 09:12:27+00:00,422514407.0,"RT @ZackPolanski: The climate crisis isn't some distant threat.

It's here and it's now. Both around the world and in the UK.

As Chair of…","(19.07, 72.87)   ",rt climate crisis isnt distant threat around world uk chair,0,✅ Not Disaster
2025-06-18 09:12:26+00:00,1.86e+18,"RT @Justjules101010: @ShmooNFT NAKA community is ON FIRE 

https://t.co/ejLQU1p7w5","(13.08, 80.27)  ",rt naka community fire,0,✅ Not Disaster
2025-06-18 09:12:26+00:00,1.8e+18,".@linera_io #LineraCommunity Another gem is the “multi-wallet meltdown” from an early testnet, where community members stress-tested microchains so hard they crashed wallets, leading to a flood of “melting the chain” memes that still get chuckles on Discord and X.",,another gem multiwallet meltdown early testnet community members stresstested microchains hard crashed wallets leading flood melting chain memes still get chuckles discord x,0,✅ Not Disaster
2025-06-18 09:12:26+00:00,1.38e+18,"RT @C_NyaKundiH: Steve Bannon, one of Trump’s main guys once said the way to beat public outrage is simple...  “flood the zone with shit.”…",,rt steve bannon one trumps main guys said way beat public outrage simple flood zone shit,0,✅ Not Disaster
2025-06-18 09:12:26+00:00,1.68e+18,@Hell_Fire_Com TU2 tomorrow,,tu2 tomorrow,0,✅ Not Disaster
2025-06-18 09:12:26+00:00,1.89e+18,RT @OneFootball: Luis Suárez was on FIRE when he last played at the Club World Cup 😳💥 https://t.co/4s52UkYxDW,,rt luis suárez fire last played club world cup,0,✅ Not Disaster
2025-06-18 09:12:25+00:00,1.85e+18,"RT @C_NyaKundiH: Steve Bannon, one of Trump’s main guys once said the way to beat public outrage is simple...  “flood the zone with shit.”…",,rt steve bannon one trumps main guys said way beat public outrage simple flood zone shit,0,✅ Not Disaster
2025-06-18 09:12:25+00:00,4311243256.0,RT @Timesofgaza: Gaza tents on fire due to lsraeli bombing. https://t.co/xnOUQEJZQP,,rt gaza tents fire due lsraeli bombing,1,🚨 Disaster
2025-06-18 09:12:25+00:00,1.89e+18,"RT @akuzhae: 💲5️⃣0️⃣ in 24 Hours🧸🔮

- RP &amp; Users need to react with the rocket 🚀 and fire🔥 on Dexscreener 

https://t.co/mz5x3pxi4d

(+Proo…",,rt 50 24 hours rp amp users need react rocket fire dexscreener proo,0,✅ Not Disaster
2025-06-18 09:12:24+00:00,1.27e+18,"RT @ouen296: 総額10万円分のAmazonギフトカード✨
リポストで毎月296名に🎁

／

お知らせ提供 @tandem_road

口コミで話題沸騰のドキュメンタリー映画『タンデム・ロード』劇場公開支援プロジェクト
https://t.co/isjmQfVciL…",,rt 総額10万円分のamazonギフトカード リポストで毎月296名に お知らせ提供 口コミで話題沸騰のドキュメンタリー映画タンデムロード劇場公開支援プロジェクト,0,✅ Not Disaster
2025-06-18 09:12:24+00:00,1.18e+18,"Don’t get hype for the moment and start to backpedal !🗣🗣
 https://t.co/NFG88rbe3G",,dont get hype moment start backpedal,0,✅ Not Disaster
2025-06-18 09:12:24+00:00,84531658.0,"@IamBradleyCarl Okuva kwolwo, Facebook mye. Business zaffe nezifa. His going to win this one too with a landslide",,okuva kwolwo facebook mye business zaffe nezifa going win one landslide,0,✅ Not Disaster
2025-06-18 09:12:24+00:00,45516395.0,RT @GuyOron: Horrific scenes from Gaza as Israel (with full U.S. backing) weaponizes aid distribution and turns it into a sort of Hunger Ga…,,rt horrific scenes gaza israel full us backing weaponizes aid distribution turns sort hunger ga,0,✅ Not Disaster
2025-06-18 09:12:24+00:00,1.44e+18,@cinecorndotcom Antey entra ippudu ntr train paina dhookadu ... NTR gun tho fire chesadu ani audience ni kuda cheyyamantava...rajasaab lo pb wig pettukunnadu ani audience andharini pettukomantava,,antey entra ippudu ntr train paina dhookadu ntr gun tho fire chesadu ani audience ni kuda cheyyamantavarajasaab lo pb wig pettukunnadu ani audience andharini pettukomantava,0,✅ Not Disaster
2025-06-18 09:12:23+00:00,1.27e+18,"RT @ouen296: 総額10万円分のAmazonギフトカード✨
リポストで毎月296名に🎁

／

お知らせ提供 @CACAOSUPERFOODS

約３年の歳月を費やし、要約完成したのがカカオの機能性表示食品【発酵クリオロカカオ酵母】です。 
https://t.co/…",,rt 総額10万円分のamazonギフトカード リポストで毎月296名に お知らせ提供 約３年の歳月を費やし要約完成したのがカカオの機能性表示食品発酵クリオロカカオ酵母です,0,✅ Not Disaster
2025-06-18 09:12:22+00:00,21820963.0,"RT @ireallyhateyou: ""Leave Gaza, save yourselves. The flood that's coming down on you isn't from Al-Aqsa but from the Western Wall. This ti…",,rt leave gaza save flood thats coming isnt alaqsa western wall ti,1,🚨 Disaster
2025-06-18 09:12:22+00:00,1.75e+18,"RT @WarMonitors: ⚡️Gaza Strip this evening, citizens go to American aid points to get food and the occupation army opens fire on them. http…",,rt gaza strip evening citizens go american aid points get food occupation army opens fire,1,🚨 Disaster
2025-06-18 09:12:22+00:00,8.58e+17,@RGM84_fire おめでとう(ﾟ∀ﾟ),,おめでとうﾟﾟ,0,✅ Not Disaster
2025-06-18 09:12:22+00:00,1.65e+18,@22francc @TheNotoriousMMA fire bro,,fire bro,0,✅ Not Disaster
2025-06-18 09:12:21+00:00,1050654829.0,"RT @SoniaPoulton: Abort them late.

Kill them early.

Sell surrogate babies to strangers.

Flood the market with mRNA vaccines and have med…",,rt abort late kill early sell surrogate babies strangers flood market mrna vaccines med,1,🚨 Disaster
2025-06-18 09:12:21+00:00,16808778.0,"RT @CherylWroteIt: Dear @POTUS 

Before you Make America Great Again, could you possibly help make America have balls again?

You’re a stro…",,rt dear make america great could possibly help make america balls youre stro,0,✅ Not Disaster
2025-06-18 09:12:21+00:00,1.2e+18,"@azania1023 The MKP membership is to blame. You gave Zuma absolute power to abuse you.
No modern party is set up like yours. You have banned conferences. Only Zuma can hire and fire. He can even visit fraudster Louis Liebenberg at Kgosi Mampuru.
You asked for it. Enjoy it.","(65.56, 98.07)",mkp membership blame gave zuma absolute power abuse modern party set like banned conferences zuma hire fire even visit fraudster louis liebenberg kgosi mampuru asked enjoy,0,✅ Not Disaster
2025-06-18 09:12:21+00:00,3301332866.0,RT @ITGGlobal: Israel's air defence is nearing collapse as Iranian missile fire shows no sign of slowing. With $3M Arrow interceptors burni…,,rt israels air defence nearing collapse iranian missile fire shows sign slowing 3m arrow interceptors burni,1,🚨 Disaster
2025-06-18 09:12:20+00:00,3179611404.0,RT @Timesofgaza: Gaza; aid under Israeli fire! https://t.co/6gVJLwSocq,,rt gaza aid israeli fire,1,🚨 Disaster
2025-06-18 09:12:20+00:00,1.27e+18,"RT @ouen296: 総額10万円分のAmazonギフトカード✨
リポストで毎月296名に🎁

／

お知らせ提供 @shimotaichi

いよいよ #6月20日 まで。「にっぽんの宝物」世界大会で、残渣利用の試作品をPRし、商品化を目指します。
https://t.c…",,rt 総額10万円分のamazonギフトカード リポストで毎月296名に お知らせ提供 いよいよ までにっぽんの宝物世界大会で残渣利用の試作品をprし商品化を目指します,0,✅ Not Disaster
2025-06-18 09:12:19+00:00,1.3e+18,"RT @SoniaPoulton: Abort them late.

Kill them early.

Sell surrogate babies to strangers.

Flood the market with mRNA vaccines and have med…",,rt abort late kill early sell surrogate babies strangers flood market mrna vaccines med,1,🚨 Disaster
2025-06-18 09:12:19+00:00,232358926.0,"RT @WarMonitors: ⚡️Gaza Strip this evening, citizens go to American aid points to get food and the occupation army opens fire on them. http…",,rt gaza strip evening citizens go american aid points get food occupation army opens fire,1,🚨 Disaster
2025-06-18 09:12:18+00:00,1.65e+18,RT @Timesofgaza: Gaza tents on fire due to lsraeli bombing. https://t.co/xnOUQEJZQP,,rt gaza tents fire due lsraeli bombing,1,🚨 Disaster
2025-06-18 09:12:18+00:00,8.25e+17,@_Briankorir True it real misleads and speeds faster than wild fire,,true real misleads speeds faster wild fire,1,🚨 Disaster
2025-06-18 09:12:18+00:00,1.28e+18,"RT @QudsNen: BREAKING: Dozens of Palestinians reported injured, some critically, after Israeli forces opened fire on civilians waiting for…",,rt breaking dozens palestinians reported injured critically israeli forces opened fire civilians waiting,1,🚨 Disaster
2025-06-18 09:12:18+00:00,1.62e+18,"RT @Truthtellerftm: CENTRAL Israel has been struck. 

**Hebrew Channel 13:**
Rockets fall in the center of the country. 

Residents say it…",,rt central israel struck hebrew channel 13 rockets fall center country residents say,0,✅ Not Disaster
2025-06-18 09:12:18+00:00,1.17e+18,"RT @viklooud: While the fire burns I know you'll hold me closely

#jayvik #jaycetalis #viktor #arcane https://t.co/CSXe5oM5AS",,rt fire burns know youll hold closely,0,✅ Not Disaster
2025-06-18 09:12:18+00:00,152936749.0,"笙の厚別ばあちゃんの代わりに支援しました。
ばあちゃんも作るぞ幽霊インタビュー！！

CAMPFIREで「ベストセラー幽霊インタビューを映画にします!!」の支援者になりました！ https://t.co/nyAe74g3Nl #クラウドファンディングCAMPFIRE @campfirejpより",,笙の厚別ばあちゃんの代わりに支援しました ばあちゃんも作るぞ幽霊インタビュー campfireでベストセラー幽霊インタビューを映画にしますの支援者になりました,0,✅ Not Disaster
2025-06-18 09:12:17+00:00,3001638398.0,"RT @Niufo_: Niufo Alert: Canada drops the world's FIRST XRP ETF on June 18! While US still waiting on SEC, Canada secures first-mover advan…",,rt niufo alert canada drops worlds first xrp etf june 18 us still waiting sec canada secures firstmover advan,0,✅ Not Disaster
2025-06-18 09:12:16+00:00,1426098097.0,"RT @WallStreetApes: More FEMA corruption EXPOSED

- These are the tiny 490 square foot homes built by and paid for by FEMA for the Maui fir…",,rt fema corruption exposed tiny 490 square foot homes built paid fema maui fir,0,✅ Not Disaster
2025-06-18 09:12:16+00:00,1.54e+18,RT @Chief30k: I made a school project about STDS with my mom when I was younger. It was fire https://t.co/Yl1sfSx6y6,,rt made school project stds mom younger fire,0,✅ Not Disaster
2025-06-18 09:12:16+00:00,111009571.0,RT @liamcunningham1: With tank fire. Still silent?,,rt tank fire still silent,0,✅ Not Disaster
2025-06-18 09:12:16+00:00,1.92e+18,"@13_SO1 @Fire_19999 ما كانت غيرة، بل تشفٍّ مُقنّع، ورغبة دفينة في تحطيم كل امرأة تجرؤ أن تكون حرة.
هم لم يسخروا لأنك مخطئة، بل لأنك مرآة لأشياء يكرهونها في أنفسهم: الهزيمة، والقيد، والرغبة المدفونة.
ضحكهم كان صفعة للعدالة، ورضا الأغلبية لا يُبرّر الجريمة… بل يفضح كم الجُبن المُجتمعي المصفّق للجلاد.",,ما كانت غيرة بل تشف مقنع ورغبة دفينة في تحطيم كل امرأة تجرؤ أن تكون حرة هم لم يسخروا لأنك مخطئة بل لأنك مرآة لأشياء يكرهونها في أنفسهم الهزيمة والقيد والرغبة المدفونة ضحكهم كان صفعة للعدالة ورضا الأغلبية لا يبرر الجريمة بل يفضح كم الجبن المجتمعي المصفق للجلاد,0,✅ Not Disaster
2025-06-18 09:12:15+00:00,1.57e+18,"RT @DealsZoneIndia: Grab Fast 🔥🔥

SET WET Fire &amp; Ice Perfume for Men Pack of 2 at ₹299

https://t.co/VMLVuFraAU https://t.co/NurTxcKR14",,rt grab fast set wet fire amp ice perfume men pack 2 299,0,✅ Not Disaster
2025-06-18 09:12:15+00:00,1.92e+18,"@Kathytriumph The top g hash tag, 
And Arthur's stupid posts are trending like wild fire,🤣
Good morning dia 🥰",,top g hash tag arthurs stupid posts trending like wild fire good morning dia,0,✅ Not Disaster
2025-06-18 09:12:14+00:00,1.83e+18,"@defi_dolly1 @ZssBecker $ASTRA is ON fire! 4000+ holders, working products, big partnerships, and whales like @ZssBecker on the watch. Sub $20M MC = massive room to run $50M is just the start.",,astra fire 4000 holders working products big partnerships whales like watch sub 20m mc massive room run 50m start,0,✅ Not Disaster
2025-06-18 09:12:14+00:00,9.38e+17,"@FrAnkenstien978 this is why i hated her coming anywhere near him. he could have asked literally anyone. iga/mirra/barb/jasmine/even Eala is okay lmao. 
already that documentary did damage ; italian media trying to discredit him; now this. 
molina should be fired into mordor fire",,hated coming anywhere near could asked literally anyone igamirrabarbjasmineeven eala okay lmao already documentary damage italian media trying discredit molina fired mordor fire,0,✅ Not Disaster
2025-06-18 09:12:13+00:00,9.05e+17,"RT @RedLipRiots: @AngelaRayner You’re not “turning the tide,” Angela you’re pouring petrol on the flood.

1.5 million homes? For who?
Becau…",,rt youre turning tide angela youre pouring petrol flood 15 million homes becau,1,🚨 Disaster
2025-06-18 09:12:13+00:00,242825738.0,"RT @chefjoseandres: At 5am, our @WCKitchen warehouse in Zaporizhzhia was hit by a Shahed drone. Fire still burning.Thankfully,our team and…",,rt 5am warehouse zaporizhzhia hit shahed drone fire still burningthankfullyour team,0,✅ Not Disaster
2025-06-18 09:12:13+00:00,1.68e+18,"@Scarcity_web3 Fire,",,fire,0,✅ Not Disaster
2025-06-18 09:12:13+00:00,1.53e+18,@jjuniekisser IT WAS FIRE,,fire,0,✅ Not Disaster
2025-06-18 09:12:12+00:00,1.26e+18,"RT @AShinumura: ""Tumabi ka d'yan"" is on fire!🔥🔥🔥 More of SB19's DUNGKA Random Dance Challenge in Korea 🇰🇷!

CTTO: 你不管嘛 Douyin Post

Checkou…",,rt tumabi ka dyan fire sb19s dungka random dance challenge korea ctto 你不管嘛 douyin post checkou,0,✅ Not Disaster
2025-06-18 09:12:12+00:00,1.39e+18,"HEY GUYS BURNIE HERE, PLEASE DONT FORGET IM ONLY JUST GETTING GOING ON THE $CYCLE MISSION AND ITS STILL VERY EARLY STAGES BEFORE I LET LOOSE BURNING 🔥 LOVE FIRE LESS SUPPLY!!! https://t.co/uX1lMQ7Nif",,hey guys burnie please dont forget im getting going cycle mission still early stages let loose burning love fire less supply,0,✅ Not Disaster
2025-06-18 09:12:12+00:00,1.78e+18,"RT @projecteldrem: 🔥🐉When dragon and rider move as one, kingdoms tremble.
This is not just a mount, it's a bond forged in fire, sharpened i…",,rt dragon rider move one kingdoms tremble mount bond forged fire sharpened,0,✅ Not Disaster
2025-06-18 09:12:12+00:00,7.45e+17,"RT @12numaraorg: SEVGİLİ KONGRE ÜYELERİ, KIYMETLİ TARAFTARLARIMIZIN DİKKATİNE!

Bu tarihi flood serisini sizler için hazırladık. Mutlaka ok…",,rt sevgili kongre üyeleri kiymetli taraftarlarimizin dikkatine bu tarihi flood serisini sizler için hazırladık mutlaka ok,1,🚨 Disaster
2025-06-18 09:12:11+00:00,1.01e+18,RT @GeezMcLauren: I apologize when I’m wrong. I own that shxt. I do NOT apologize when I’m provoked. You lit the match. Now eat the fire.,,rt apologize im wrong shxt apologize im provoked lit match eat fire,0,✅ Not Disaster
2025-06-18 09:12:11+00:00,2905367749.0,"@StakeUsa It was around $1000 on Fire Stampede. No screenshot unfortunately. 
rjolin",,around 1000 fire stampede screenshot unfortunately rjolin,0,✅ Not Disaster
2025-06-18 09:12:11+00:00,1.5e+18,"RT @CraigMurrayOrg: Hundreds of civilian casualties today as Israeli tanks open fire on the food queues in Gaza.

Tanks. Firing on the food…",,rt hundreds civilian casualties today israeli tanks open fire food queues gaza tanks firing food,1,🚨 Disaster
2025-06-18 09:12:11+00:00,1.65e+18,RT @Chief30k: I made a school project about STDS with my mom when I was younger. It was fire https://t.co/Yl1sfSx6y6,,rt made school project stds mom younger fire,0,✅ Not Disaster
2025-06-18 09:12:10+00:00,1.8e+18,"RT @StephenM: Biden let approximately 10,000 illegals into the United States daily.

Daily.

The flood washed in.

Now it must go back out.",,rt biden let approximately 10000 illegals united states daily daily flood washed must go back,0,✅ Not Disaster
2025-06-18 09:12:10+00:00,1.93e+18,"RT @NASA: During hurricane season, we deliver timely flood maps, power outage insights, and landslide risk assessments to state and federal…",,rt hurricane season deliver timely flood maps power outage insights landslide risk assessments state federal,1,🚨 Disaster
2025-06-18 09:12:10+00:00,1.85e+18,"RT @Theblackfemini3: Anyway, let's rehash this post. 

My gallbladder surgery has been postponed again. 

Electricity is too expensive, we…",,rt anyway lets rehash post gallbladder surgery postponed electricity expensive,0,✅ Not Disaster
2025-06-18 09:12:10+00:00,1.45e+18,"RT @shibaken_nu: ＼ぬいぐるみクラファンスタートだ／

蓄光で光るハスキーの蓄光で光るぬいぐるみプロジェクトがスタートしました⭐️

よろしくお願いいたします！

https://t.co/SiMPdoecv5 https://t.co/OJe5G16B0J",,rt ぬいぐるみクラファンスタートだ 蓄光で光るハスキーの蓄光で光るぬいぐるみプロジェクトがスタートしました よろしくお願いいたします,0,✅ Not Disaster
2025-06-18 09:12:10+00:00,7.96e+17,"RT @ireallyhateyou: ""Leave Gaza, save yourselves. The flood that's coming down on you isn't from Al-Aqsa but from the Western Wall. This ti…",,rt leave gaza save flood thats coming isnt alaqsa western wall ti,1,🚨 Disaster
2025-06-18 09:12:10+00:00,1.27e+18,"RT @ouen296: 総額10万円分のAmazonギフトカード✨
リポストで毎月296名に🎁

／

お知らせ提供 @CFmeikan

【傘の不満ゼロへの進化】悩み解消できる機能をこの1本に｜ワンプッシュ自動開閉傘
https://t.co/tllUID9b2H

＼…",,rt 総額10万円分のamazonギフトカード リポストで毎月296名に お知らせ提供 傘の不満ゼロへの進化悩み解消できる機能をこの1本にワンプッシュ自動開閉傘,0,✅ Not Disaster
2025-06-18 09:12:09+00:00,1.93e+18,Predicting value is like trying to catch a lightning bug in a hurricane,,predicting value like trying catch lightning bug hurricane,0,✅ Not Disaster
2025-06-18 09:12:09+00:00,1.82e+18,"RT @projecteldrem: 🔥🐉When dragon and rider move as one, kingdoms tremble.
This is not just a mount, it's a bond forged in fire, sharpened i…",,rt dragon rider move one kingdoms tremble mount bond forged fire sharpened,0,✅ Not Disaster
2025-06-18 09:12:09+00:00,1.72e+18,@AryJeay Great arrest every mossad agent and burn them in fire,,great arrest every mossad agent burn fire,0,✅ Not Disaster
